162808;98;750
48200;746;747
37273;746;750
104755;749;750
36670;750;750;928
102383;750
228712;750
37845;750;1109
68489;921;930
68055;922;930
80056;923;925
68826;924;930
69561;927;928
68413;929;930
156480;1104;1110
156890;1105;1110
156521;1106;1110
203323;1109;1114
