104474;19;19;922;922
56098;19;922
50646;20;748
48339;20;748
48413;20;748
104459;21;21;1104;1104
56168;21;1104
56204;21;1105
36921;27;1107
100806;27;27;1108;1108
100821;28;28;926;926
35985;28;926
38383;750
38452;750
48643;750
36120;921
56636;921
56276;923
56401;925
50098;925
56569;925
108033;925
50343;927
162919;1104
84263;1107
37351;1108
162993;1108
