IfcDoor;0bG12TwLfEpRoXdVaT3dZe;0bG12TwLfEpRoXdVaT3X4Z
IfcDoor;0bG12TwLfEpRoXdVaT3dX5;0bG12TwLfEpRoXdVaT3dkm
IfcWindow;3WkvknDh90Ye6Ixz4ljETb;1V1LtPf1LAPArDepPryM6d
IfcWindow;0gKy2dHP5AkwOKYofyLhJO;1V1LtPf1LAPArDepPryM6d
IfcWindow;0gKy2dHP5AkwOKYofyLhGI;1V1LtPf1LAPArDepPryM6d
IfcWindow;0gKy2dHP5AkwOKYofyLhGs;1V1LtPf1LAPArDepPryM6d
IfcWindow;0gKy2dHP5AkwOKYofyLhHc;1V1LtPf1LAPArDepPryM6d
IfcWindow;0gKy2dHP5AkwOKYofyLhQM;13G4duKh9EUhtkClto1MaZ
IfcDoor;3yyzykzhT7Of1bTNBoY2Wr;0bG12TwLfEpRoXdVaT3dLw
IfcWindow;19qdr8X2vDDhrIkFMSIphN;13G4duKh9EUhtkClto1Mc7
IfcWindow;19qdr8X2vDDhrIkFMSIphc;13G4duKh9EUhtkClto1Mc7
IfcWindow;19qdr8X2vDDhrIkFMSIphn;13G4duKh9EUhtkClto1Mc7
IfcWindow;19qdr8X2vDDhrIkFMSIpgD;13G4duKh9EUhtkClto1Mc7
IfcDoor;0xDNFGIwz3DvUTWVYl8u8w;0xDNFGIwz3DvUTWVYl8u08
IfcWindow;2Fcqji36D9YBHbK$gLqdF1;1V1LtPf1LAPArDepPryM6d
IfcWindow;3jOjKUwT962B5m1_a$Fhcl;1V1LtPf1LAPArDepPryM6d
IfcWindow;3jOjKUwT962B5m1_a$FhYf;1V1LtPf1LAPArDepPryM6d
IfcWindow;3jOjKUwT962B5m1_a$FhYv;1V1LtPf1LAPArDepPryM6d
IfcWindow;3jOjKUwT962B5m1_a$FhY5;1V1LtPf1LAPArDepPryM6d
IfcDoor;2ajOCoDF1CRh1n791YRrVI;13G4duKh9EUhtkClto1Mc7
IfcDoor;2ajOCoDF1CRh1n791YSEdM;13G4duKh9EUhtkClto1Mc7
IfcDoor;2ajOCoDF1CRh1n791YSEaM;13G4duKh9EUhtkClto1Mc7
IfcDoor;2ajOCoDF1CRh1n791YSEbY;13G4duKh9EUhtkClto1Mc7
IfcDoor;2ajOCoDF1CRh1n791YSEgc;13G4duKh9EUhtkClto1Mc7
IfcWindow;2j4z1oPPf1XhN7Tyl_sT9X;13G4duKh9EUhtkClto1Mc7
IfcDoor;3206zp2Jb8I9Z5bpSX6X66;3206zp2Jb8I9Z5bpSX6X62
IfcDoor;3206zp2Jb8I9Z5bpSX6X6V;3206zp2Jb8I9Z5bpSX6X6R
IfcDoor;3206zp2Jb8I9Z5bpSX6X6q;3206zp2Jb8I9Z5bpSX6X6m
IfcDoor;3206zp2Jb8I9Z5bpSX6XEz;3206zp2Jb8I9Z5bpSX6XEv
IfcWindow;0NKniWjnb8Ph23l9Vz8pN2;13G4duKh9EUhtkClto1Mhy
IfcDoor;1YkoPdVMv3pvxs1JDdOYFq;13G4duKh9EUhtkClto1Mc7
IfcDoor;3_ppbDAA11uhYqOVeW874u;13G4duKh9EUhtkClto1Mc7
IfcDoor;3_ppbDAA11uhYqOVeW875G;13G4duKh9EUhtkClto1Mc7
IfcDoor;3_ppbDAA11uhYqOVeW87Be;13G4duKh9EUhtkClto1Mc7
IfcDoor;3_ppbDAA11uhYqOVeW8780;13G4duKh9EUhtkClto1Mc7
IfcDoor;1CeW8sLTL3GQ6cjKUZO3YN;1CeW8sLTL3GQ6cjKUZO3YG
IfcDoor;1CeW8sLTL3GQ6cjKUZO3YM;1CeW8sLTL3GQ6cjKUZO3YI
IfcDoor;1CeW8sLTL3GQ6cjKUZO3YC;1CeW8sLTL3GQ6cjKUZO3YJ
IfcDoor;2K5MpZ_rH2G9mmO027kWOw;2K5MpZ_rH2G9mmO027kWOn
IfcDoor;2K5MpZ_rH2G9mmO027kWOx;2K5MpZ_rH2G9mmO027kWO$
IfcDoor;2K5MpZ_rH2G9mmO027kWRN;2K5MpZ_rH2G9mmO027kWO_
IfcDoor;2K5MpZ_rH2G9mmO027jVez;2K5MpZ_rH2G9mmO027jVem
IfcDoor;2K5MpZ_rH2G9mmO027jVew;2K5MpZ_rH2G9mmO027jVe_
IfcDoor;2K5MpZ_rH2G9mmO027jVej;2K5MpZ_rH2G9mmO027jVen
IfcDoor;2K5MpZ_rH2G9mmO027jVvk;2K5MpZ_rH2G9mmO027jVvb
IfcDoor;2K5MpZ_rH2G9mmO027jVvl;2K5MpZ_rH2G9mmO027jVvZ
IfcDoor;2K5MpZ_rH2G9mmO027jVuU;2K5MpZ_rH2G9mmO027jVvY
